0;0;0;259.101;0;0;0;0;0;
0;0;0;0;0;0;410.314;53.6389;0;
0;0;923.829;0;0;588.965;1121.63;0;0;
0;0;1604.84;645.492;0;0;0;614.571;0;
0;0;0;574.506;0;1334.7;0;2049.61;0;
0;0;0;0;0;0;224.521;0;0;
0;0;217.709;163.917;903.556;0;0;0;0;
674.574;0;0;137.672;0;0;0;0;0;
152.182;397.401;0;0;0;0;0;0;0;
